Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
60.000000	0.009024	1.478000	75.970000	78.581000	1.353000	82.663000	85.886000	
61.000000	0.008993	1.464000	76.198000	79.818000	1.381000	82.941000	84.509000	
62.000000	0.008961	1.463000	76.985000	79.948000	1.346000	84.150000	86.575000	
63.000000	0.008929	1.466000	76.476000	79.579000	1.348000	83.461000	85.886000	
64.000000	0.008897	1.461000	76.357000	80.013000	1.336000	85.666000	86.747000	
65.000000	0.008864	1.464000	76.722000	79.774000	1.366000	82.610000	85.026000	
66.000000	0.008831	1.451000	77.470000	80.512000	1.317000	85.523000	87.091000	
67.000000	0.008797	1.473000	75.500000	78.863000	1.358000	84.861000	85.886000	
68.000000	0.008763	1.451000	77.873000	80.751000	1.368000	82.535000	84.337000	
69.000000	0.008729	1.446000	78.256000	80.729000	1.331000	85.209000	86.403000	
70.000000	0.008694	1.434000	78.956000	81.727000	1.330000	83.101000	85.542000	
71.000000	0.008658	1.426000	79.244000	82.400000	1.379000	82.046000	83.821000	
72.000000	0.008623	1.438000	78.543000	81.467000	1.345000	82.555000	85.026000	
73.000000	0.008587	1.453000	77.766000	80.382000	1.319000	84.903000	87.091000	
74.000000	0.008550	1.458000	76.839000	79.731000	1.353000	83.130000	85.026000	
75.000000	0.008513	1.433000	78.893000	81.532000	1.357000	84.020000	85.026000	
76.000000	0.008476	1.432000	78.917000	81.749000	1.349000	84.486000	85.886000	
77.000000	0.008439	1.426000	80.345000	82.313000	1.311000	86.160000	87.263000	
78.000000	0.008401	1.421000	79.494000	82.227000	1.346000	83.985000	85.714000	
79.000000	0.008362	1.422000	79.395000	82.161000	1.312000	85.276000	86.919000	
80.000000	0.008323	1.447000	77.938000	80.773000	1.332000	85.456000	86.575000	
81.000000	0.008284	1.417000	79.609000	82.205000	1.350000	84.698000	86.231000	
82.000000	0.008245	1.405000	80.349000	82.595000	1.336000	83.656000	85.026000	
83.000000	0.008205	1.406000	80.114000	82.834000	1.343000	84.003000	86.059000	
84.000000	0.008165	1.424000	79.450000	82.205000	1.330000	86.140000	87.608000	
85.000000	0.008125	1.436000	79.040000	81.337000	1.325000	83.819000	85.714000	
86.000000	0.008084	1.405000	80.401000	82.552000	1.330000	84.010000	86.059000	
87.000000	0.008043	1.391000	82.189000	84.180000	1.312000	86.381000	87.435000	
88.000000	0.008001	1.406000	80.113000	82.617000	1.318000	85.322000	87.091000	
89.000000	0.007960	1.396000	80.486000	83.030000	1.311000	84.919000	86.747000	
90.000000	0.007917	1.410000	80.576000	82.943000	1.319000	86.858000	87.952000	
91.000000	0.007875	1.418000	80.846000	83.008000	1.312000	86.019000	86.747000	
92.000000	0.007832	1.372000	83.042000	85.482000	1.322000	84.351000	86.403000	
93.000000	0.007789	1.391000	81.285000	83.767000	1.319000	85.670000	86.919000	
94.000000	0.007746	1.408000	79.632000	82.400000	1.308000	85.945000	87.435000	
95.000000	0.007702	1.407000	80.461000	82.357000	1.304000	85.978000	87.780000	
96.000000	0.007658	1.388000	81.327000	83.811000	1.322000	85.722000	87.435000	
97.000000	0.007614	1.406000	80.539000	83.160000	1.299000	87.261000	88.985000	
98.000000	0.007570	1.396000	80.786000	83.268000	1.303000	85.916000	87.091000	
99.000000	0.007525	1.402000	80.983000	83.073000	1.323000	85.594000	86.747000	
100.000000	0.007480	1.399000	80.974000	83.507000	1.333000	83.316000	85.026000	
101.000000	0.007435	1.379000	81.778000	84.223000	1.332000	84.316000	85.886000	
102.000000	0.007389	1.396000	81.447000	83.898000	1.309000	85.636000	86.919000	
103.000000	0.007343	1.375000	82.609000	84.896000	1.316000	84.858000	86.919000	
104.000000	0.007297	1.389000	81.251000	83.507000	1.317000	85.645000	87.263000	
105.000000	0.007251	1.381000	82.106000	84.310000	1.294000	86.181000	87.952000	
106.000000	0.007204	1.387000	81.656000	84.049000	1.303000	85.547000	87.091000	
107.000000	0.007158	1.372000	82.110000	84.787000	1.303000	86.408000	87.780000	
108.000000	0.007111	1.378000	81.580000	84.201000	1.305000	86.654000	87.780000	
109.000000	0.007063	1.386000	81.433000	83.681000	1.311000	84.470000	87.091000	
110.000000	0.007016	1.380000	81.687000	84.462000	1.317000	85.063000	86.575000	
111.000000	0.006968	1.377000	82.141000	84.657000	1.324000	84.216000	86.231000	
112.000000	0.006920	1.374000	82.222000	84.831000	1.292000	85.246000	87.435000	
113.000000	0.006872	1.366000	83.580000	85.352000	1.300000	86.564000	88.296000	
114.000000	0.006824	1.393000	81.532000	83.876000	1.311000	86.260000	86.919000	
115.000000	0.006775	1.373000	82.140000	84.375000	1.315000	86.524000	87.780000	
116.000000	0.006727	1.373000	82.832000	85.004000	1.327000	85.701000	86.919000	
117.000000	0.006678	1.368000	82.842000	85.286000	1.322000	85.686000	86.919000	
118.000000	0.006629	1.372000	82.893000	84.961000	1.299000	85.430000	86.575000	
119.000000	0.006580	1.352000	84.109000	86.024000	1.289000	85.845000	87.263000	
120.000000	0.006530	1.360000	82.628000	85.265000	1.311000	86.865000	87.780000	
121.000000	0.006481	1.363000	82.624000	84.896000	1.291000	86.967000	88.124000	
122.000000	0.006431	1.352000	84.121000	86.198000	1.294000	86.954000	87.952000	
123.000000	0.006381	1.352000	83.764000	85.786000	1.318000	84.555000	86.231000	
124.000000	0.006331	1.353000	84.265000	86.241000	1.315000	84.974000	86.919000	
125.000000	0.006281	1.366000	82.592000	84.635000	1.295000	88.108000	89.501000	
126.000000	0.006231	1.345000	84.219000	86.350000	1.296000	85.928000	87.952000	
127.000000	0.006180	1.352000	84.244000	86.220000	1.292000	87.662000	88.468000	
128.000000	0.006130	1.340000	84.645000	86.849000	1.319000	84.947000	87.091000	
129.000000	0.006079	1.344000	83.521000	86.089000	1.306000	85.835000	87.435000	
130.000000	0.006028	1.348000	84.574000	85.938000	1.294000	85.917000	87.780000	
131.000000	0.005978	1.339000	84.348000	86.567000	1.314000	86.754000	88.124000	
132.000000	0.005927	1.344000	84.408000	86.372000	1.292000	86.344000	87.952000	
133.000000	0.005876	1.318000	86.752000	87.977000	1.297000	84.342000	86.747000	
134.000000	0.005824	1.349000	83.582000	85.807000	1.298000	85.480000	87.263000	
135.000000	0.005773	1.352000	83.345000	86.003000	1.295000	87.845000	89.329000	
136.000000	0.005722	1.326000	85.912000	87.088000	1.300000	86.602000	88.296000	
137.000000	0.005670	1.341000	84.336000	86.480000	1.320000	87.145000	87.952000	
138.000000	0.005619	1.334000	85.154000	87.196000	1.321000	85.500000	87.091000	
139.000000	0.005567	1.327000	85.768000	87.413000	1.320000	85.717000	86.919000	
140.000000	0.005516	1.333000	85.098000	87.305000	1.309000	85.388000	87.091000	
141.000000	0.005464	1.356000	83.569000	85.460000	1.308000	86.465000	88.124000	
142.000000	0.005413	1.334000	84.866000	86.957000	1.315000	85.229000	86.575000	
143.000000	0.005361	1.322000	84.676000	87.131000	1.294000	85.301000	86.919000	
144.000000	0.005309	1.332000	84.389000	86.220000	1.281000	88.236000	88.640000	
145.000000	0.005257	1.350000	83.371000	85.395000	1.293000	85.900000	87.780000	
146.000000	0.005205	1.328000	85.382000	87.283000	1.314000	86.137000	87.608000	
147.000000	0.005154	1.342000	85.062000	86.589000	1.311000	87.737000	87.608000	
148.000000	0.005102	1.332000	84.884000	86.740000	1.291000	86.921000	88.124000	
149.000000	0.005050	1.325000	84.398000	86.784000	1.293000	85.197000	87.091000	
150.000000	0.004998	1.325000	85.373000	87.500000	1.288000	87.083000	88.640000	
151.000000	0.004946	1.320000	86.261000	87.630000	1.304000	86.918000	87.952000	
152.000000	0.004895	1.306000	86.586000	88.216000	1.298000	86.045000	87.780000	
153.000000	0.004843	1.317000	85.754000	87.543000	1.301000	85.723000	87.091000	
154.000000	0.004791	1.318000	85.956000	87.457000	1.296000	87.195000	88.124000	
155.000000	0.004739	1.327000	84.503000	86.567000	1.302000	88.256000	88.640000	
156.000000	0.004687	1.317000	86.214000	88.129000	1.324000	85.057000	86.059000	
157.000000	0.004636	1.330000	85.587000	87.261000	1.288000	87.112000	88.812000	
158.000000	0.004584	1.302000	86.612000	88.759000	1.281000	87.719000	88.812000	
159.000000	0.004533	1.305000	86.382000	88.129000	1.284000	86.703000	88.124000	
160.000000	0.004481	1.320000	85.698000	87.912000	1.299000	87.132000	88.468000	
161.000000	0.004430	1.298000	86.877000	88.672000	1.295000	86.560000	88.124000	
162.000000	0.004378	1.303000	86.709000	88.281000	1.309000	86.271000	87.780000	
163.000000	0.004327	1.299000	86.339000	88.607000	1.292000	87.052000	87.952000	
164.000000	0.004276	1.312000	86.685000	88.498000	1.312000	86.302000	87.263000	
165.000000	0.004224	1.321000	86.158000	88.108000	1.311000	85.798000	87.091000	
166.000000	0.004173	1.305000	86.296000	88.303000	1.295000	87.561000	88.985000	
167.000000	0.004122	1.305000	86.830000	88.477000	1.288000	86.396000	87.608000	
168.000000	0.004072	1.306000	86.355000	88.129000	1.286000	85.606000	87.435000	
169.000000	0.004021	1.302000	86.883000	88.520000	1.302000	85.754000	87.780000	
170.000000	0.003970	1.309000	85.798000	87.826000	1.299000	86.962000	87.780000	
171.000000	0.003920	1.311000	85.944000	87.674000	1.298000	86.031000	87.263000	
172.000000	0.003869	1.303000	86.634000	88.542000	1.293000	86.783000	88.296000	
173.000000	0.003819	1.292000	87.124000	89.041000	1.289000	86.500000	88.124000	
174.000000	0.003769	1.298000	87.365000	88.824000	1.305000	86.288000	87.435000	
175.000000	0.003719	1.311000	85.612000	88.129000	1.292000	87.846000	88.812000	
176.000000	0.003669	1.304000	86.403000	88.173000	1.294000	85.793000	87.091000	
177.000000	0.003619	1.290000	86.705000	88.802000	1.286000	85.272000	87.263000	
178.000000	0.003570	1.295000	87.776000	89.106000	1.313000	87.130000	87.780000	
179.000000	0.003520	1.281000	88.091000	89.410000	1.302000	85.518000	87.091000	
180.000000	0.003471	1.290000	87.946000	89.431000	1.292000	86.135000	87.780000	
181.000000	0.003422	1.299000	86.600000	88.433000	1.307000	85.257000	86.747000	
182.000000	0.003373	1.291000	88.015000	89.453000	1.292000	86.217000	87.952000	
183.000000	0.003325	1.275000	89.026000	90.256000	1.296000	87.190000	88.640000	
184.000000	0.003276	1.287000	87.579000	89.106000	1.286000	87.066000	88.640000	
185.000000	0.003228	1.285000	87.720000	89.475000	1.315000	87.373000	88.296000	
186.000000	0.003180	1.283000	88.636000	89.952000	1.291000	86.366000	87.608000	
187.000000	0.003132	1.275000	88.620000	90.169000	1.313000	86.506000	87.780000	
188.000000	0.003084	1.273000	89.769000	90.907000	1.279000	87.772000	88.985000	
189.000000	0.003037	1.281000	87.929000	89.757000	1.303000	86.659000	87.091000	
190.000000	0.002989	1.274000	89.022000	90.299000	1.291000	88.028000	88.640000	
191.000000	0.002942	1.281000	87.763000	89.518000	1.304000	86.449000	87.952000	
192.000000	0.002896	1.294000	87.083000	88.932000	1.295000	87.194000	88.468000	
193.000000	0.002849	1.283000	87.683000	89.149000	1.281000	87.030000	88.296000	
194.000000	0.002803	1.286000	87.570000	89.323000	1.306000	87.753000	88.468000	
195.000000	0.002757	1.266000	89.647000	90.560000	1.300000	87.082000	88.985000	
196.000000	0.002711	1.265000	88.445000	90.213000	1.283000	88.287000	89.329000	
197.000000	0.002665	1.288000	87.674000	89.280000	1.273000	87.802000	89.157000	
198.000000	0.002620	1.282000	87.698000	89.388000	1.303000	87.787000	88.640000	
199.000000	0.002575	1.269000	88.877000	90.386000	1.291000	88.333000	89.329000	
200.000000	0.002530	1.278000	88.255000	89.757000	1.291000	87.506000	88.640000	
201.000000	0.002486	1.300000	86.771000	88.607000	1.292000	86.135000	87.780000	
202.000000	0.002442	1.270000	88.846000	90.516000	1.282000	87.585000	89.157000	
203.000000	0.002398	1.281000	88.457000	89.865000	1.292000	87.595000	88.985000	
204.000000	0.002354	1.270000	89.037000	90.451000	1.298000	87.707000	89.157000	
205.000000	0.002311	1.272000	89.220000	90.430000	1.277000	88.016000	89.673000	
206.000000	0.002268	1.273000	88.645000	90.234000	1.295000	88.546000	89.501000	
207.000000	0.002225	1.274000	89.097000	90.299000	1.281000	88.139000	88.640000	
208.000000	0.002183	1.283000	88.150000	89.627000	1.309000	87.409000	88.296000	
209.000000	0.002140	1.274000	88.062000	89.996000	1.302000	87.559000	88.468000	
210.000000	0.002099	1.281000	87.636000	89.475000	1.306000	88.030000	89.157000	
211.000000	0.002057	1.282000	87.722000	89.757000	1.283000	87.826000	88.812000	
212.000000	0.002016	1.280000	88.223000	90.039000	1.290000	86.035000	87.435000	
213.000000	0.001975	1.251000	90.098000	91.146000	1.281000	87.935000	89.157000	
214.000000	0.001935	1.269000	88.711000	90.256000	1.269000	89.097000	90.189000	
215.000000	0.001895	1.279000	88.265000	89.714000	1.299000	87.396000	88.468000	
216.000000	0.001855	1.256000	89.631000	90.951000	1.287000	87.559000	88.640000	
217.000000	0.001816	1.276000	88.042000	89.670000	1.296000	85.563000	87.608000	
218.000000	0.001777	1.262000	89.565000	90.799000	1.283000	87.493000	88.640000	
219.000000	0.001738	1.255000	89.274000	90.907000	1.292000	87.970000	88.985000	
220.000000	0.001699	1.275000	88.664000	89.865000	1.301000	87.190000	88.124000	
221.000000	0.001661	1.246000	90.114000	91.515000	1.283000	87.051000	88.124000	
222.000000	0.001624	1.240000	91.040000	92.057000	1.289000	87.112000	88.296000	
223.000000	0.001587	1.262000	89.314000	90.799000	1.303000	87.878000	88.640000	
224.000000	0.001550	1.257000	89.532000	91.124000	1.281000	87.187000	88.296000	
225.000000	0.001513	1.252000	89.568000	91.124000	1.288000	88.761000	89.501000	
226.000000	0.001477	1.257000	90.008000	91.211000	1.294000	86.345000	87.435000	
227.000000	0.001442	1.255000	90.375000	91.124000	1.296000	87.211000	88.468000	
228.000000	0.001406	1.251000	89.272000	90.842000	1.292000	86.885000	88.124000	
229.000000	0.001371	1.256000	89.766000	91.016000	1.302000	86.389000	87.608000	
230.000000	0.001337	1.264000	88.695000	90.495000	1.301000	87.304000	88.296000	
231.000000	0.001303	1.245000	90.665000	91.992000	1.282000	87.951000	89.157000	
232.000000	0.001269	1.227000	91.502000	92.687000	1.286000	87.465000	88.468000	
233.000000	0.001236	1.247000	90.888000	91.949000	1.286000	87.303000	88.640000	
234.000000	0.001203	1.254000	89.467000	91.276000	1.283000	88.179000	89.157000	
235.000000	0.001171	1.261000	89.107000	90.734000	1.292000	87.385000	88.640000	
236.000000	0.001139	1.264000	89.144000	90.516000	1.286000	87.094000	88.296000	
237.000000	0.001107	1.252000	90.099000	91.515000	1.280000	88.199000	89.157000	
238.000000	0.001076	1.237000	90.789000	91.970000	1.278000	88.187000	88.812000	
239.000000	0.001045	1.256000	89.530000	90.864000	1.285000	86.391000	87.952000	
240.000000	0.001015	1.236000	91.164000	92.079000	1.298000	87.529000	88.124000	
241.000000	0.000985	1.238000	90.301000	91.819000	1.271000	88.212000	89.501000	
242.000000	0.000956	1.249000	89.736000	91.146000	1.284000	87.987000	88.640000	
243.000000	0.000927	1.259000	89.575000	90.864000	1.276000	88.340000	89.157000	
244.000000	0.000899	1.245000	90.607000	91.688000	1.289000	87.285000	88.296000	
245.000000	0.000871	1.260000	89.488000	90.538000	1.280000	87.167000	88.296000	
246.000000	0.000843	1.237000	91.307000	92.144000	1.283000	87.255000	88.296000	
247.000000	0.000816	1.245000	90.282000	91.710000	1.292000	87.244000	87.952000	
248.000000	0.000789	1.243000	89.833000	91.298000	1.289000	88.095000	88.985000	
249.000000	0.000763	1.272000	89.127000	90.820000	1.286000	85.974000	87.435000	
250.000000	0.000737	1.264000	88.928000	90.191000	1.292000	86.506000	87.608000	
251.000000	0.000712	1.241000	91.059000	92.036000	1.285000	87.510000	88.640000	
252.000000	0.000688	1.240000	90.862000	91.840000	1.287000	87.850000	88.812000	
253.000000	0.000663	1.245000	90.040000	91.515000	1.280000	88.101000	89.157000	
254.000000	0.000640	1.229000	91.331000	92.600000	1.296000	87.024000	88.124000	
255.000000	0.000616	1.247000	89.818000	91.168000	1.284000	86.332000	87.608000	
256.000000	0.000593	1.237000	90.468000	91.819000	1.282000	87.238000	88.640000	
257.000000	0.000571	1.260000	89.817000	90.842000	1.280000	86.927000	88.124000	
258.000000	0.000549	1.253000	89.534000	91.146000	1.280000	87.229000	88.640000	
259.000000	0.000528	1.244000	90.331000	91.732000	1.289000	87.126000	87.952000	
260.000000	0.000507	1.242000	90.669000	91.775000	1.289000	86.952000	88.124000	
261.000000	0.000487	1.264000	89.023000	90.473000	1.289000	86.675000	87.952000	
262.000000	0.000467	1.242000	90.363000	91.580000	1.292000	86.194000	87.608000	
263.000000	0.000448	1.262000	89.369000	90.929000	1.291000	87.097000	88.296000	
264.000000	0.000429	1.221000	91.385000	92.556000	1.287000	85.963000	87.263000	
265.000000	0.000410	1.245000	90.723000	91.927000	1.287000	87.523000	88.640000	
266.000000	0.000393	1.259000	89.521000	91.037000	1.290000	87.145000	88.296000	
267.000000	0.000375	1.258000	88.865000	90.495000	1.286000	87.669000	88.812000	
268.000000	0.000359	1.231000	91.573000	92.426000	1.292000	87.662000	88.812000	
269.000000	0.000342	1.244000	89.650000	91.385000	1.279000	88.111000	89.157000	
270.000000	0.000327	1.243000	89.991000	91.493000	1.281000	87.494000	88.468000	
271.000000	0.000311	1.245000	90.374000	91.688000	1.286000	86.997000	88.296000	
272.000000	0.000297	1.243000	90.314000	91.710000	1.292000	87.718000	88.468000	
273.000000	0.000282	1.243000	90.377000	91.797000	1.298000	87.930000	88.812000	
274.000000	0.000269	1.210000	93.021000	93.924000	1.280000	87.440000	88.468000	
275.000000	0.000256	1.259000	89.096000	90.647000	1.282000	87.440000	88.812000	
276.000000	0.000243	1.227000	90.739000	92.122000	1.282000	87.115000	88.296000	
277.000000	0.000231	1.235000	90.802000	92.057000	1.290000	86.318000	88.124000	
278.000000	0.000219	1.229000	90.973000	92.491000	1.276000	87.268000	88.296000	
279.000000	0.000208	1.230000	91.578000	92.687000	1.283000	88.770000	89.501000	
280.000000	0.000198	1.252000	89.708000	91.168000	1.289000	86.978000	87.952000	
281.000000	0.000188	1.238000	90.777000	92.231000	1.286000	86.726000	88.124000	
282.000000	0.000178	1.257000	89.448000	90.929000	1.279000	87.646000	89.157000	
283.000000	0.000169	1.241000	90.361000	91.688000	1.306000	87.113000	88.124000	
284.000000	0.000161	1.229000	91.854000	92.773000	1.275000	87.383000	88.296000	
285.000000	0.000153	1.239000	90.817000	92.122000	1.284000	87.988000	88.985000	
286.000000	0.000146	1.239000	90.209000	91.732000	1.286000	87.663000	88.640000	
287.000000	0.000139	1.238000	90.590000	91.905000	1.295000	87.711000	88.985000	
288.000000	0.000133	1.240000	90.282000	91.840000	1.294000	87.469000	88.296000	
289.000000	0.000127	1.239000	90.691000	91.732000	1.278000	87.661000	88.812000	
290.000000	0.000122	1.245000	90.073000	91.428000	1.284000	88.309000	89.329000	
291.000000	0.000117	1.246000	90.015000	91.450000	1.290000	88.373000	89.329000	
292.000000	0.000113	1.229000	90.838000	92.339000	1.277000	86.790000	88.468000	
293.000000	0.000110	1.235000	90.836000	92.122000	1.290000	86.976000	88.296000	
294.000000	0.000107	1.235000	90.202000	91.840000	1.295000	88.101000	89.157000	
295.000000	0.000104	1.242000	89.833000	91.341000	1.283000	88.034000	88.985000	
296.000000	0.000102	1.245000	90.727000	92.036000	1.286000	87.470000	88.296000	
297.000000	0.000101	1.236000	90.559000	92.057000	1.288000	87.489000	88.468000	
298.000000	0.000100	1.221000	91.691000	93.099000	1.285000	87.749000	88.812000	
299.000000	0.000100	1.245000	90.022000	91.536000	1.289000	87.746000	88.640000	
